Anime_id,Title,Producer,Studio
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,"['TV Tokyo', 'Sotsu', 'Marvelous', 'Media Factory']",['Studio Comet']
341,Spiral: Suiri no Kizuna,"['TV Tokyo', 'Aniplex', 'Sotsu', 'SME Visual Works']",['J.C.Staff']
342,Starship Operators,['Geneon Universal Entertainment'],['J.C.Staff']
343,Tsukuyomi: Moon Phase,,['Shaft']
344,Futatsu no Spica,['NHK'],['Group TAC']
345,Eikoku Koi Monogatari Emma,"['Pony Canyon', 'TBS', 'Toshiba Entertainment', 'Fuji Creative']",['Studio Pierrot']
345,Eikoku Koi Monogatari Emma,"['Pony Canyon', 'TBS', 'Toshiba Entertainment', 'Fuji Creative']",['Studio Pierrot']
346,W: Wish,,"['Trinet Entertainment', 'Picture Magic']"
347,Wild Arms: Twilight Venom,"['Aniplex', 'WOWOW']",['Bee Train']
348,Binzume Yousei,"['Hal Film Maker', 'Genco', 'Starchild Records']",['Xebec']
349,Magical Canan,,['AIC A.S.T.A.']
350,Ojamajo Doremi,['Asahi Broadcasting'],['Toei Animation']
353,Ojamajo Doremi Dokkaan!,['Asahi Broadcasting'],['Toei Animation']
354,UG☆Ultimate Girls,['m.o.e.'],['Studio Matrix']
356,Fate/stay night,"['Geneon Universal Entertainment', 'Frontier Works', 'TBS', 'KlockWorx', 'Notes']",['Studio Deen']
357,Bokusatsu Tenshi Dokuro-chan,"['Geneon Universal Entertainment', 'Hal Film Maker', 'Showgate']",['Nomad']
359,I'll/CKBC,"['Aniplex', 'SME Visual Works']",['M.S.C']
361,Memories Off,['E&amp;G Films'],
362,Memories Off 2nd,"['Picture Magic', 'Rikuentai']",
363,Memories Off 3.5,,"['Picture Magic', 'Rikuentai']"
364,Gallery Fake,"['TV Tokyo', 'Aniplex']","['TMS Entertainment', 'Tokyo Kids', 'Minami Machi Bugyousho']"
365,Fake,,
366,AIKa,['Bandai Visual'],['Studio Fantasia']
369,Boogiepop wa Warawanai,"['VAP', 'd-rights']",['Madhouse']
370,Burn Up Excess,['AIC'],['Magic Bus']
371,Cardcaptor Sakura Movie 1,"['Bandai Visual', 'Shochiku', 'Shelty']",['Madhouse']
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"['Bandai Visual', 'Shochiku', 'Kodansha', 'Shelty', 'Amber Film Works']",['Madhouse']
373,Bannou Bunka Neko-Musume,"['Starchild Records', 'Movic']","['Studio Fantasia', 'Animate Film']"
374,Bannou Bunka Neko-Musume DASH!,['Movic'],['Production Reed']
375,Bannou Bunka Neko-Musume (1998),['Movic'],['Production Reed']
376,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",['VAP'],['Arms']
377,eX-Driver,"['Bandai Visual', 'Genco']","['Actas', 'Production Reed']"
379,Heppoko Jikken Animation Excel♥Saga,['Victor Entertainment'],['J.C.Staff']
385,Gilgamesh,['Kansai Telecasting'],"['Group TAC', 'Japan Vistec']"
386,H2,['Asahi Broadcasting'],['Production Reed']
387,Haibane Renmei,"['Kadokawa Shoten', 'Fuji TV', 'Studio Tulip']",['Radix']
389,Karas,['Showgate'],['Tatsunoko Production']
390,Suzuka,"['Marvelous', 'Starchild Records', 'Studio Jack']",['Studio Comet']
391,Tales of Phantasia The Animation,"['Geneon Universal Entertainment', 'Frontier Works']",['Actas']
392,Yuu☆Yuu☆Hakusho,"['Yomiko Advertising', 'Fuji TV']",['Studio Pierrot']
393,Escaflowne,['Atelier Musa'],"['Bones', 'Sunrise']"
394,Ai Yori Aoshi: Enishi,"['Geneon Universal Entertainment', 'Rondo Robe', 'Movic', 'Cosmic Ray']",['J.C.Staff']
395,Gantz 2nd Stage,['Fuji TV'],['Gonzo']
396,Seikai no Senki,"['Bandai Visual', 'WOWOW', 'BeSTACK']",['Sunrise']
398,Seikai no Senki III,"['Bandai Visual', 'BeSTACK']",['Sunrise']
399,Seikai no Senki Special,"['Bandai Visual', 'WOWOW', 'BeSTACK']",['Sunrise']
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,['SME Visual Works'],['Studio Deen']
402,Otogi Juushi Akazukin OVA,,['Madhouse']
403,Hanaukyou Maid-tai,['m.o.e.'],['Daume']
406,Buzzer Beater,,['TMS Entertainment']
407,Tantei Gakuen Q,"['Group TAC', 'Kodansha']",['Studio Pierrot']
411,Gun x Sword,['Studio Tulip'],['AIC A.S.T.A.']
412,Kore ga Watashi no Goshujinsama,"['Geneon Universal Entertainment', 'TBS', 'DAX Production', 'Memory-Tech']","['Gainax', 'Shaft']"
413,Hametsu no Mars,"['Idea Factory', 'King Records', 'Design Factory']",['WAO World']
415,Tonari no Yamada-kun,['Tokuma Shoten'],['Studio Ghibli']
416,Kurenai no Buta,"['Tokuma Shoten', 'Nippon Television Network']",['Studio Ghibli']
419,Samurai Deeper Kyou,['Starchild Records'],['Studio Deen']
420,Spriggan,"['TBS', 'Nichion']",['Studio 4°C']
421,Stratos 4,['Bandai Visual'],['Studio Fantasia']
422,Stratos 4 OVA,['Bandai Visual'],['Studio Fantasia']
424,Dirty Pair,['Studio Nue'],['Sunrise']
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"['Movic', 'Tokuma Shoten']",['Nippon Animation']
426,Final Fantasy,['Square Enix'],['Madhouse']
427,Kaleido Star,"['TV Tokyo', 'Hal Film Maker', 'G&amp;G Entertainment', 'HoriPro', 'MediaNet']","['Gonzo', 'Production I.G']"
428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,['Hal Film Maker'],['Gonzo']
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"['Hal Film Maker', 'MediaNet']",['Gonzo']
430,Fullmetal Alchemist: The Conqueror of Shamballa,"['Aniplex', 'Square Enix', 'Shochiku', 'Mainichi Broadcasting System']",['Bones']
431,Howl no Ugoku Shiro,"['d-rights', 'Tokuma Shoten']",['Studio Ghibli']
432,Iria: Zeiram The Animation,['Bandai Visual'],['Ashi Production']
433,"Kumo no Mukou, Yakusoku no Basho",,['CoMix Wave Films']
434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,['81 Produce'],['AIC']
435,Magic Knight Rayearth,['Yomiuri Telecasting'],['Tokyo Movie Shinsha']
437,Perfect Blue,,['Madhouse']
438,Phantom The Animation,['KSS'],['Arcs Create']
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,['Audio Tanaka'],['J.C.Staff']
443,Onegai☆Teacher: Himitsu na Futari,"['Bandai Visual', 'WOWOW', 'Lantis']",['Daume']
444,Maria-sama ga Miteru: Haru,,['Studio Deen']
445,Tales of Eternia The Animation,,"['Production I.G', 'Xebec']"
446,Weiß Kreuz Glühen,"['Animate Film', 'Kids Station', 'Movic']",['ufotable']
447,Weiß Kreuz,"['Animate Film', 'Polygram Japan']","['Plum', 'Magic Bus']"
448,Tenjou Tenge: The Ultimate Fight,,['Madhouse']
449,InuYasha Movie 4: Guren no Houraijima,,['Sunrise']
450,InuYasha Movie 2: Kagami no Naka no Mugenjo,"['Kyoto Animation', 'Production Reed']",['Sunrise']
450,InuYasha Movie 2: Kagami no Naka no Mugenjo,"['Kyoto Animation', 'Production Reed']",['Sunrise']
451,InuYasha Movie 3: Tenka Hadou no Ken,['Kyoto Animation'],['Sunrise']
454,.hack//Gift,['CyberConnect2'],['Bee Train']
455,Fantastic Children,,['Nippon Animation']
457,Mushishi,"['Avex Entertainment', 'Marvelous', 'SKY Perfect Well Think', 'Delfi Sound']",['Artland']
460,One Piece Movie 2: Nejimaki-jima no Daibouken,"['Fuji Pacific Music Publishing', 'Shueisha']",['Toei Animation']
462,One Piece Movie 4: Dead End no Bouken,['Fuji Pacific Music Publishing'],['Toei Animation']
463,One Piece Movie 5: Norowareta Seiken,,['Toei Animation']
464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,"['Fuji TV', 'Fuji Pacific Music Publishing']",['Toei Animation']
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,"['Fuji Pacific Music Publishing', 'Shueisha']",['Toei Animation']
466,One Piece: Taose! Kaizoku Ganzack,,['Production I.G']
467,Koukaku Kidoutai: Stand Alone Complex,"['Bandai Visual', 'Dentsu', 'Victor Entertainment', 'Kodansha', 'Trilogy Future Studio', 'Tokuma Shoten', 'Nippon Television Network']",['Production I.G']
469,Karin,"['WOWOW', 'Frontier Works', 'Kadokawa Shoten', 'Half H.P Studio']",['J.C.Staff']
472,To Heart,['KSS'],['OLM']
473,Tide-Line Blue,"['Bandai Visual', 'TV Asahi', 'Lantis']",['Telecom Animation Film']
474,Macross Plus,['Studio Nue'],['Triangle Staff']
475,Hotori: Tada Saiwai wo Koinegau,,['Sunrise']
477,Aria The Animation,"['TV Tokyo', 'Shochiku', 'Mag Garden']",['Hal Film Maker']
477,Aria The Animation,"['TV Tokyo', 'Shochiku', 'Mag Garden']",['Hal Film Maker']
478,Sousei no Aquarion,"['Media Factory', 'Bandai', 'Tohokushinsha Film Corporation']","['Satelight', 'Production Reed']"
481,Yu☆Gi☆Oh! Duel Monsters,['Nihon Ad Systems'],['Studio Gallop']
482,Yu☆Gi☆Oh!: Duel Monsters GX,"['TV Tokyo', 'Toei Animation', 'Nihon Ad Systems']",['Studio Gallop']
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,,['Studio Pierrot']
485,Damekko Doubutsu,"['SKY Perfect Well Think', 'Kids Station', 'Takeshobo']",['Magic Bus']
488,Ichigo Mashimaro,"['TBS', 'Movic']",['Daume']
489,Kamichu!,['Aniplex'],['Brain&#039;s Base']
490,Paniponi Dash!,"['Square Enix', 'Starchild Records', 'GANSIS']",['Shaft']
493,Armitage III: Poly-Matrix,"['AIC', 'Pioneer LDC']",
495,Bakuretsu Hunters,"['Sotsu', 'Movic', 'TV Tokyo Music']",['Xebec']
496,Kamui no Ken,"['Kadokawa Shoten', 'AnimEigo']",['Madhouse']
497,Yami to Boushi to Hon no Tabibito,,['Studio Deen']
498,Haja Taisei Dangaiou,['Network'],['AIC']
499,Makai Toshi Shinjuku,['Japan Home Video'],['Madhouse']
501,Doraemon,,
502,Dragon Ball Movie 1: Shen Long no Densetsu,,['Toei Animation']
506,Glass no Kamen,['Studio Jack'],['Eiken']
507,Gravitation: Lyrics of Love,"['Aniplex', 'Animate Film', 'Movic']",['Plum']
510,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,['Soft Garage'],['Arms']
511,Kidou Shinsengumi Moeyo Ken TV,['Picture Magic'],['Trinet Entertainment']
512,Majo no Takkyuubin,,"['Studio Ghibli', 'Studio Hibari']"
516,Keroro Gunsou,"['TV Tokyo', 'Nihon Ad Systems', 'Rakuonsha']",['Sunrise']
518,Mahou no Princess Minky Momo,,['Production Reed']
519,Mahoraba: Heartful days,"['Starchild Records', 'TV Tokyo Music']",['J.C.Staff']
520,Marmalade Boy Movie,,
521,Mermaid Melody Pichi Pichi Pitch,['Synergy Japan'],"['Actas', 'SynergySP']"
522,Metropolis,['Kadokawa Shoten'],['Madhouse']
523,Tonari no Totoro,['Studio Fantasia'],['Studio Ghibli']
524,Onegai☆Twins: Natsu wa Owaranai,"['Bandai Visual', 'WOWOW', 'Lantis']",['Daume']
525,Otogizoushi,"['VAP', 'Nippon Television Network']",['Production I.G']
526,Boku no Chikyuu wo Mamotte,"['Victor Entertainment', 'Hakusensha']",['Production I.G']
527,Pokemon,"['TV Tokyo', 'TV Tokyo Music', 'Studio Jack']",['OLM']
528,Pokemon Movie 01: Mewtwo no Gyakushuu,"['TV Tokyo', 'Shogakukan Productions', 'Imagica', 'Studio Jack']",['OLM']
529,Saishuu Heiki Kanojo,"['Toei Video', 'Toshiba EMI', 'Tohokushinsha Film Corporation']",['Gonzo']
530,Bishoujo Senshi Sailor Moon,['TV Asahi'],['Toei Animation']
531,Bishoujo Senshi Sailor Moon R: The Movie,,['Toei Animation']
532,Bishoujo Senshi Sailor Moon S,['TV Asahi'],['Toei Animation']
533,Sensei no Ojikan: Doki Doki School Hours,,['J.C.Staff']
534,Slayers,"['J.C.Staff', 'TV Tokyo', 'SoftX', 'TV Tokyo Music']",['E&amp;G Films']
535,Slayers Next,"['J.C.Staff', 'TV Tokyo', 'SoftX']",['E&amp;G Films']
536,Slayers: The Motion Picture,"['Kadokawa Shoten', 'Marubeni']",['J.C.Staff']
537,Tekken,"['Four Some', 'Sony Music Entertainment']",['Studio Deen']
540,Tenchi Muyou! Ryououki 2nd Season,['Pioneer LDC'],['AIC']
541,Tenchi Muyou! Ryououki 3rd Season,['VAP'],['AIC']
543,Vampire Hunter D (2000),"['Animate Film', 'Movic']",['Madhouse']
544,Venus Senki,"['Shochiku', 'Gakken', 'Bandai']",['Triangle Staff']
545,Mousou Kagaku Series: Wandaba Style,,['TNK']
546,Wind: A Breath of Heart (TV),"['Frontier Works', 'Rondo Robe']",['Radix']
548,Wonderful Days,['Tin House'],
550,Yu☆Gi☆Oh!,['Nihon Ad Systems'],['Toei Animation']
551,Grappler Baki: Saidai Tournament-hen,,['Group TAC']
552,Digimon Adventure,"['Yomiko Advertising', 'Fuji TV']",['Toei Animation']
553,Yami no Matsuei,"['Starchild Records', 'Movic']",['J.C.Staff']
554,Koutetsu Tenshi Kurumi,['Pony Canyon'],"['OLM', 'Production Reed']"
555,Koutetsu Tenshi Kurumi 2,"['m.o.e.', 'Pony Canyon']",['OLM']
556,Koutetsu Tenshi Kurumi Zero,"['m.o.e.', 'Pony Canyon']",['OLM']
557,Koutetsu Tenshi Kurumi Encore,['Pony Canyon'],['OLM']
559,RahXephon Kansoukyoku: Kanojo to Kanojo Jishin to - Thatness and Thereness,['Bandai'],['Bones']
560,Soukyuu no Fafner: Right of Left - Single Program,['Starchild Records'],"['Production I.G', 'Xebec']"
561,Sakura Taisen,"['TBS', 'Sega']",['Madhouse']
562,Sakura Taisen: Le Nouveau Paris,"['Radix', 'Pony Canyon', 'Sega']",
563,DNA²,"['Starchild Records', 'Movic', 'Nippon Television Network']","['Madhouse', 'Studio Deen']"
564,Puni Puni☆Poemii,['Victor Entertainment'],['J.C.Staff']
565,Steamboy,,"['Studio 4°C', 'Sunrise']"
566,Tetsuwan Birdy,['Bandai Visual'],['Madhouse']
567,The Big O,['Bandai Visual'],['Sunrise']
568,Bubblegum Crisis Tokyo 2040,['Victor Entertainment'],['AIC']
569,Musekinin Kanchou Tylor,"['VAP', 'Big West', 'King Records', 'Media Rings', 'TV Setouchi']",['Tatsunoko Production']
570,Jin-Rou,,['Production I.G']
571,Moldiver,"['AIC', 'Pioneer LDC']",
572,Kaze no Tani no Nausicaä,['Topcraft'],"['Studio Ghibli', 'Studio Hibari']"
573,Saber Marionette J,"['TV Tokyo', 'Bandai Visual', 'Hal Film Maker', 'Sotsu']",['Studio Junio']
574,Rean no Tsubasa,"['Bandai Visual', 'Atelier Musa', 'Bandai Channel']",['Sunrise']
576,Magikano,"['Lantis', 'DAX Production']",['Tokyo Kids']
577,Kagi Hime Monogatari: Eikyuu Alice Rondo,,"['Trinet Entertainment', 'Picture Magic']"
578,Hotaru no Haka,,['Studio Ghibli']
579,Battle Programmer Shirase,,['AIC']
580,Kogepan,['San-X'],['Studio Pierrot']
581,Honoo no Labyrinth,['Bandai Visual'],['Studio Fantasia']
582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,"['Madhouse', 'Bandai Visual']",['Magic Bus']
584,Noein: Mou Hitori no Kimi e,"['Lantis', 'Media Factory', 'Rikuentai', 'Toshiba Entertainment', 'Bandai Channel']",['Satelight']
585,Mimi wo Sumaseba,['Tokuma Shoten'],['Studio Ghibli']
586,Ayakashi: Japanese Classic Horror,"['Dentsu', 'SKY Perfect Well Think', 'Fuji TV', 'Asmik Ace Entertainment', 'Sony Music Entertainment']",['Toei Animation']
587,Hanbun no Tsuki ga Noboru Sora,"['Pony Canyon', 'Dream Force']",['Group TAC']
588,Itsudatte My Santa!,"['Three Fat Samurai', 'Sol Blade']",['TNK']
589,Ginga Nagareboshi Gin,['TV Asahi'],['Toei Animation']
590,Kage kara Mamoru!,"['Aniplex', 'Studio Tulip', 'Tohokushinsha Film Corporation']",['Group TAC']
591,Amaenaide yo!!,,['Studio Deen']
592,PopoloCrois,"['Tokyo Movie Shinsha', 'Tohokushinsha Film Corporation']",['TMS Entertainment']
593,Mugen no Ryvius,"['TV Tokyo', 'Bandai Visual', 'Yomiko Advertising']",['Sunrise']
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,,['Studio Pierrot']
595,X OVA,['Kadokawa Shoten'],['Madhouse']
596,Chobits: Chibits,"['Movic', 'Pioneer LDC']",['Madhouse']
597,Neko no Ongaeshi,,['Studio Ghibli']
598,Jinzou Ningen Kikaider The Animation,"['Aniplex', 'SME Visual Works', 'Studio OX']",['Radix']
599,Yuugen Kaisha,,['Madhouse']
600,Legend of Duo,,"['Radix', 'Marine Entertainment']"
601,Nekojiru-sou,"['Starchild Records', 'King Records']",['J.C.Staff']
602,KO Seiki Beast Sanjuushi,"['Movic', 'Sony Music Entertainment']",['Gainax']
603,Futari wa Precure,"['Asatsu DK', 'Asahi Production', 'Asahi Broadcasting']",['Toei Animation']
604,Mahou no Stage Fancy Lala,"['Bandai Visual', 'Geneon Universal Entertainment', 'TV Osaka', 'Yomiuri Advertising', 'TV Tokyo Music']",['Studio Pierrot']
605,Tenshi ni Narumon!,"['TV Tokyo', 'Broccoli', 'Yomiko Advertising']",['Studio Pierrot']
606,Kazemakase Tsukikage Ran,['Bandai Visual'],['Madhouse']
607,Otogi Juushi Akazukin,,['Madhouse']
608,Sakura Taisen: Katsudou Shashin,"['Kadokawa Shoten', 'Sega', 'Imagica', 'chara-ani.com']",['Production I.G']
609,Saishuu Heiki Kanojo: Another Love Song,"['Studio Fantasia', 'CBC', 'Tohokushinsha Film Corporation']",
610,Popotan,['Bandai Visual'],['Shaft']
611,Platonic Chain,['ACiD FiLM'],
612,PetoPeto-san,"['Mellow Head', 'Genco', 'Media Factory', 'Toshiba Entertainment']",['Xebec']
613,Onmyou Taisenki,,['Sunrise']
614,Okusama wa Mahou Shoujo,"['Media Factory', 'Amber Film Works']",['J.C.Staff']
615,Nurse Witch Komugi-chan Magikarte,"['Rondo Robe', 'Pioneer LDC', 'Toshiba Entertainment', 'Toshiba Digital Frontiers']","['Kyoto Animation', 'Tatsunoko Production']"
616,Nurse Angel Ririka SOS,"['TV Tokyo', 'Nihon Ad Systems']",['Studio Gallop']
617,Juubee Ninpuuchou,['Movic'],['Madhouse']
618,Juubee Ninpuuchou: Ryuuhougyoku-hen,['Studio Take Off'],['Madhouse']
619,Ninja Ryuukenden,['Studio Junio'],
620,Takahashi Rumiko Gekijou Ningyo no Mori,['TV Tokyo'],['TMS Entertainment']
621,Night Walker: Mayonaka no Tantei,"['Bandai Visual', 'BeSTACK', 'Half H.P Studio', 'Memory-Tech']",['AIC']
622,Natsu-iro no Sunadokei,"['KSS', 'Picture Magic', 'Rikuentai']",
623,Shichinin no Nana,"['TV Tokyo', 'Hal Film Maker', 'Genco', 'Asatsu DK', 'd-rights', 'AT-X', 'Studio Jack']",['A.C.G.T.']
624,Mouse,['Broccoli'],"['Studio Deen', 'Studio Hibari', 'Production Reed']"
625,Moekan The Animation,['KSS'],
626,Mamotte Shugogetten!,,['Toei Animation']
627,Major S1,"['Shogakukan Productions', 'NHK']",['Studio Hibari']
629,Mahoutsukai Tai! OVA,"['Bandai Visual', 'Triangle Staff', 'Nozomi Entertainment', 'Youmex']",['Production Reed']
630,Mahoutsukai Tai!,"['Bandai Visual', 'Triangle Staff']","['Madhouse', 'Production Reed']"
631,Mahoromatic Summer Special,,"['Gainax', 'Shaft']"
632,Mahoromatic End Year Special,,"['Gainax', 'Shaft']"
633,Legend of Basara,['KSS'],
634,Koi Kaze,"['Geneon Universal Entertainment', 'TV Asahi', 'Rondo Robe']",['A.C.G.T.']
635,Juubee-chan: Lovely Gantai no Himitsu,['Bandai Visual'],['Madhouse']
636,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,['TV Tokyo Music'],['Madhouse']
637,Iketeru Futari,['TBS'],['J.C.Staff']
641,Ichigo 100% Special 2,,['Madhouse']
642,Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,,['Madhouse']
644,Hachimitsu to Clover Specials,,['J.C.Staff']
645,Hikaru no Go: Hokuto Hai e no Michi,['Dentsu'],['Studio Pierrot']
646,Haunted Junction,,['Studio Deen']
647,Harukanaru Toki no Naka de: Ajisai Yumegatari,,['Zexcs']
648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,['Radix'],
649,Hanaukyou Maid-tai: La Verite,['Geneon Universal Entertainment'],['Daume']
650,Gunsmith Cats,"['VAP', 'TBS', 'Kodansha']",['OLM']
651,Green Green Thirteen: Erolutions,,['Studio Matrix']
652,Galaxy Angel Z,"['Bandai Visual', 'Broccoli']",['Madhouse']
653,Galaxy Angel 3,"['Bandai Visual', 'Broccoli', 'Yomiko Advertising', 'Studio Jack']",['Madhouse']
654,Galaxy Angel 3 Specials,['Broccoli'],
655,Galaxy Angel 4,"['Bandai Visual', 'Studio Fantasia', 'Studio Flag', 'Lantis', 'Broccoli']","['Madhouse', 'feel.']"
656,Air in Summer,"['Pony Canyon', 'TBS']",['Kyoto Animation']
659,Azumanga Daioh: Gekijou Tanpen,['Kadokawa Shoten'],['J.C.Staff']
660,Denshin Mamotte Shugogetten,,['Toei Animation']
661,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,"['Pink Pineapple', 'KSS']",
664,Fullmetal Alchemist: Reflections,,['Bones']
665,JoJo no Kimyou na Bouken: Adventure,['Shueisha'],['APPP']
666,JoJo no Kimyou na Bouken,['Shueisha'],['APPP']
667,Kashimashi: Girl Meets Girl,"['Bandai Visual', 'Lantis']",['Studio Hibari']
668,Koi Koi 7,['Trinet Entertainment'],['Studio Flag']
669,Kujibiki Unbalance,"['Genco', 'Lantis', 'Kids Station', 'Toshiba Entertainment']",['Palm Studio']
670,Lamune,['Radix'],"['Trinet Entertainment', 'Picture Magic']"
671,Lemon Angel Project,['Radix'],
673,Mai-HiME Specials,,['Sunrise']
675,One: Kagayaku Kisetsu e,['KSS'],
676,Refrain Blue,['Pink Pineapple'],
677,Sentimental Journey,,['Sunrise']
678,Shadow Skill: Eigi,['Bandai Visual'],['Studio Deen']
679,Shadow Skill (1996),['Takeshobo'],['Zero-G Room']
681,Tenbatsu Angel Rabbie☆,"['AIC', 'Media Factory', 'Toshiba Entertainment', 'Studio Jack']",
682,Otogi Story Tenshi no Shippo,['Lantis'],['Tokyo Kids']
683,Otogi Story Tenshi no Shippo Specials,,
684,Tenshi no Shippo Chu!,['Bandai Visual'],
686,To Heart: Remember My Memories Specials,,['AIC A.S.T.A.']
687,Tokyo Mew Mew,"['Kodansha', 'TV Aichi']",['Studio Pierrot']
688,Uta∽Kata,"['Bandai Visual', 'gimik']",['Hal Film Maker']
690,Kyuuketsuhime Miyu (TV),['Studio Jack'],['AIC']
691,Yawara!,['Kitty Films'],['Madhouse']
693,Burn Up Scramble,"['Geneon Universal Entertainment', 'Memory-Tech', 'Toshiba Entertainment']",['AIC']
694,Canvas 2: Niji-iro no Sketch,['DAX Production'],['Zexcs']
696,Tenchi Muyou!,"['TV Tokyo', 'Pioneer LDC']",['AIC']
704,Kanon Kazahana,,['Toei Animation']
705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,['m.o.e.'],
707,Comic Party Specials,['KSS'],['OLM']
708,Patapata Hikousen no Bouken,['TMS Entertainment'],['Telecom Animation Film']
709,Mujin Wakusei Survive,,"['Madhouse', 'Telecom Animation Film']"
710,Rec,['TBS'],['Shaft']
712,Zoids Genesis,,['Shogakukan Music &amp; Digital Entertainment']
715,Yume de Aetara,['TBS'],['J.C.Staff']
718,Yume de Aetara (TV),['TBS'],['J.C.Staff']
719,Ai no Kusabi,['On-Lead'],['AIC']
721,Princess Tutu,"['Memory-Tech', 'GANSIS', 'Marvelous AQL']",['Hal Film Maker']
722,Baby☆Love,"['Studio Comet', 'Asatsu DK', 'Shueisha']",
723,Candy Candy (Movie),,['Toei Animation']
724,Enzai,['Langmaor'],
725,First Kiss Monogatari,['Broccoli'],
727,Kingyo Chuuihou!,,['Toei Animation']
729,Hiatari Ryoukou!,['Group TAC'],
730,Houkago no Shokuinshitsu,"['Daiei', 'SIDO LIMITED']",
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,['EMI'],['Toei Animation']
732,Vampire Hunter D,"['Ajia-Do', 'Trans Arts', 'Movic', 'Studio Kyuuma', 'Studio Core', 'CBS']",['Production Reed']
733,Kizuna,,
734,Kizuna: Koi no kara Sawagi,,['Zexcs']
736,Keiraku no Houteishiki Level-C,['Milky Animation Label'],['J.C.Staff']
738,MÄR,"['TV Tokyo', 'Shogakukan Productions', 'A-Line']",['SynergySP']
740,Bishoujo Senshi Sailor Moon R,['TV Asahi'],['Toei Animation']
741,Sensitive Pornograph,['Phoenix Entertainment'],['Ajia-Do']
743,Umi ga Kikoeru,,"['J.C.Staff', 'Studio Ghibli']"
749,Nanami-chan,['Robot Communications'],
750,Binchou-tan,"['Bandai Visual', 'Frontier Works', 'TBS', 'Alchemist']",['Studio Deen']
751,Bomberman Jetters,,['Studio Deen']
752,Osakana wa Ami no Naka,['Echo'],['J.C.Staff']
753,Chijoku Shinsatsushitsu,"['Milky Animation Label', 'T-Rex']",
754,Yuki no Joou (TV),['NHK'],['TMS Entertainment']
755,Boku no Sexual Harassment,['Triple X'],
756,School Days ONA,"['Avex Entertainment', 'Lantis']",
757,Kaze wo Mita Shounen,,['Brain&#039;s Base']
758,RahXephon: Tagen Hensoukyoku,"['Media Factory', 'Shochiku', 'Asatsu DK', 'Sakura Create']",['Bones']
